0.02 0.851738 0.000629432
0.04 0.458005 0.000333083
0.06 0.320891 0.000200304
0.08 0.259453 0.00011115
0.1 0.224535 6.58958e-05
0.12 0.20147 3.91728e-05
0.14 0.184719 2.73852e-05
0.16 0.171813 1.97399e-05
0.18 0.161483 1.26101e-05
0.2 0.152954 8.94539e-06
0.22 0.145768 9.77243e-06
0.24 0.1396 1.06127e-05
0.26 0.134253 7.78893e-06
0.28 0.129547 7.47735e-06
0.3 0.12537 1.08233e-05
0.32 0.121636 9.1702e-06
0.34 0.118275 3.88775e-06
0.36 0.115227 2.3364e-06
0.38 0.112452 4.04257e-06
0.4 0.109904 4.10368e-06
0.42 0.107585 4.73182e-06
0.44 0.105462 3.45815e-06
0.46 0.103473 7.34962e-06
0.48 0.101635 7.96258e-06
0.5 0.0999302 8.31767e-06
0.52 0.0983396 8.63897e-06
0.54 0.0968522 5.44672e-06
0.56 0.0954607 7.9727e-06
0.58 0.0941606 9.11608e-06
0.6 0.0929364 5.45987e-06
0.62 0.0917889 5.54937e-06
0.64 0.0907085 6.27671e-06
0.66 0.0896852 5.02017e-06
0.68 0.0887182 4.60362e-06
0.7 0.0878048 4.72256e-06
0.72 0.086951 4.95195e-06
0.74 0.0861371 5.18062e-06
0.76 0.0853629 4.16566e-06
0.78 0.0846282 6.91129e-06
0.8 0.0839328 5.86593e-06
0.82 0.0832704 8.27987e-06
0.84 0.0826403 9.22262e-06
0.86 0.0820424 8.53226e-06
0.88 0.0814743 6.77834e-06
0.9 0.0809322 5.7794e-06
0.92 0.0804181 6.92167e-06
0.94 0.0799244 9.37909e-06
0.96 0.0794551 1.00449e-05
0.98 0.0790096 9.23186e-06
1.0 0.0785824 9.50648e-06
1.02 0.0781672 1.12585e-05
1.04 0.0777667 9.5569e-06
1.06 0.0773864 9.52208e-06
1.08 0.0770263 7.26843e-06
1.1 0.0766796 8.58294e-06
1.12 0.0763433 9.8768e-06
1.14 0.0760239 1.2096e-05
1.16 0.075716 1.29731e-05
1.18 0.0754128 1.30132e-05
1.2 0.0751338 1.28682e-05
1.22 0.0748598 1.41924e-05
1.24 0.0745922 1.51518e-05
1.26 0.074335 1.50028e-05
1.28 0.0740865 1.31092e-05
1.3 0.073844 9.15569e-06
1.32 0.0736087 8.73747e-06
1.34 0.0733818 8.18635e-06
1.36 0.0731629 8.09802e-06
1.38 0.0729463 9.19346e-06
1.4 0.0727367 8.23435e-06
1.42 0.0725295 7.01706e-06
1.44 0.0723295 7.85004e-06
1.46 0.0721385 9.16024e-06
1.48 0.0719493 1.1604e-05
1.5 0.0717661 1.18704e-05
1.52 0.071585 1.10663e-05
1.54 0.071409 1.18331e-05
1.56 0.0712339 1.09971e-05
1.58 0.0710642 1.11894e-05
1.6 0.070897 1.27881e-05
1.62 0.0707326 1.17059e-05
1.64 0.070568 1.2958e-05
1.66 0.0704065 1.38238e-05
1.68 0.0702499 1.34577e-05
1.7 0.0700954 1.26487e-05
1.72 0.069941 1.30973e-05
1.74 0.0697875 1.38852e-05
1.76 0.0696382 1.45524e-05
1.78 0.0694916 1.4567e-05
1.8 0.0693479 1.6453e-05
1.82 0.0692047 1.72004e-05
1.84 0.069065 1.73402e-05
1.86 0.0689233 1.8409e-05
1.88 0.0687852 1.72124e-05
1.9 0.0686468 1.71673e-05
1.92 0.0685106 1.5975e-05
1.94 0.0683783 1.59779e-05
